,Year,Julian_collection,Sex,Site,TL_cm,SL_cm,HW_cm,Mass_g,Papilla_cm,Acces_gonad_g,Gonad_g,Liver_g,Trap,Month,Reproductive_Status,Repro_Strategy,GSI,HSI,Fulton_Condition,SiteType,cYear
15042,2020,169,Male,DC,9.23,7.42,1.54,13.187,0.47,0.142,0.307,0.121,B,June,R,PM,0.023280504,0.009175703,3.228005681,Low contamination,14
4937,2012,207,Male,SI,8.24,6.74,0.144,8.927,0.42,0.041,0.208,0.333,NA,July,R,PM,0.023300101,0.037302565,2.915585926,High contamination,6
5121,2010,211,Male,P27,7.83,6.26,0.131,6.737,0.47,0.054,0.157,0.263,NA,July,R,PM,0.023304141,0.039038148,2.746271992,High contamination,4
2610,2008,171,Male,SI,6.87,5.43,0.087,3.86,0.39,0,0.09,0.08,NA,June,R,SM,0.023316062,0.020725389,2.410947847,High contamination,2
1466,2012,151,Male,SI,7.79,6.27,0.134,7.29,0.36,0.01,0.17,0.14,NA,May,R,SM,0.023319616,0.01920439,2.957501039,High contamination,6
15165,2020,197,Female,DC,9.02,7.18,1.17,10.502,0.26,NA,0.245,0.272,D,July,NR,NA,0.02332889,0.025899829,2.837257033,Low contamination,14
2634,2006,172,Male,DC,NA,7.84,0.153,10.287,NA,0.076,0.24,0.211,NA,June,R,RM,0.023330417,0.020511325,2.134718195,Low contamination,0
16610,2022,180,Female,LS,6.45,5.32,0.9,3.857,0.25,NA,0.09,0.142,B,June,NR,NA,0.023334198,0.036816178,2.561620216,Low contamination,16
198,2008,113,Male,LS,14.56,11.94,0.282,56.036,0.6,0.184,1.308,2.261,NA,NA,R,PM,0.023342137,0.040349061,3.291956943,Low contamination,2
946,2005,146,Male,GC,NA,9.94,NA,29.003,NA,0.298,0.677,1.027,NA,May,NA,NA,0.023342413,0.03541013,2.953138186,Low contamination,-1
3418,2007,185,Male,P27,8.56,6.94,0.146,8.905,0.46,0.076,0.208,0.228,NA,July,R,PM,0.023357664,0.025603593,2.66413061,High contamination,1
784,2005,139,Male,GC,NA,8.75,NA,18.577,NA,0.182,0.434,0.625,NA,May,NA,NA,0.023362222,0.033643753,2.773009913,Low contamination,-1
3267,2006,180,Male,LS,12.63,10.44,0.223,26.999,0.52,0.093,0.631,0.337,NA,June,R,PM,0.023371236,0.012481944,2.372718317,Low contamination,0
389,2011,124,Male,LS,12.8,9.77,0.258,30.035,0.56,0.057,0.702,1.357,NA,May,R,RM,0.023372732,0.045180623,3.220653071,Low contamination,5
10753,2013,204,Male,SI,6.61,5.36,1.07,4.063,0.41,0.026,0.095,0.071,A,July,R,PM,0.023381738,0.017474772,2.638471778,High contamination,7
5745,2012,221,Male,P27,10.99,8.78,0.2,14.709,0.47,0.124,0.344,0.166,NA,August,R,PM,0.023387042,0.011285607,2.173199519,High contamination,6
16756,2022,195,Female,FP,5.3,4.27,0.65,2.052,0.3,NA,0.048,0.021,D,July,NR,NA,0.023391813,0.010233918,2.635686374,Low contamination,16
14592,2019,199,Female,P27,7.26,6.04,0.99,5.3,0.31,NA,0.124,0.058,C,July,NR,NA,0.023396226,0.010943396,2.405276752,High contamination,13
1922,2010,159,Female,SI,11,8.95,0.18,21.027,0.51,NA,0.492,0.797,NA,June,NR,NA,0.023398488,0.037903648,2.932973971,High contamination,4
5292,2008,213,Male,SI,9.93,8.15,0.151,13.375,0.44,0.125,0.313,0.3,NA,August,R,PM,0.023401869,0.022429907,2.4707054,High contamination,2
4870,2012,207,Male,GC,8.13,6.44,0.151,7.896,0.45,0.095,0.185,0.207,NA,July,R,PM,0.023429585,0.026215805,2.95630704,Low contamination,6
2305,2011,166,Male,LS,8.88,6.97,0.152,11.011,0.48,0.109,0.258,0.377,NA,June,R,PM,0.023431114,0.034238489,3.251834455,Low contamination,5
10450,2013,162,Male,FP,7.16,5.88,1.02,5.035,0.41,0.022,0.118,0.152,D,June,R,SM,0.023435948,0.030188679,2.476666311,Low contamination,7
15200,2020,211,Female,SI,7.19,5.88,0.92,5.93,0.25,NA,0.139,0.125,A,July,NR,NA,0.023440135,0.021079258,2.91690789,High contamination,14
16736,2022,195,Male,LS,8.37,6.64,1.5,9.129,0.43,0.136,0.214,0.218,B,July,R,PM,0.023441779,0.023879943,3.118307713,Low contamination,16
3820,2012,193,Female,P27,6.52,5.39,0.094,3.54,0.28,NA,0.083,0.056,NA,July,NR,NA,0.023446328,0.015819209,2.260668935,High contamination,6
12497,2016,192,Male,LS,10.55,8.85,1.64,15.905,0.43,0.121,0.373,0.406,A,July,R,PM,0.023451745,0.025526564,2.294583474,Low contamination,10
13122,2017,192,Male,P27,7.76,6.37,0.32,6.182,0.55,0.048,0.145,0.137,A,July,R,PM,0.023455192,0.022161113,2.39172203,High contamination,11
11213,2013,290,Female,SI,7.51,6.16,1.01,6.523,0.28,NA,0.153,0.311,B,October,NR,NA,0.023455465,0.047677449,2.79064917,High contamination,7
13883,2018,171,Male,P27,9.99,8.02,1.57,17.516,0.32,0.086,0.411,0.601,B,June,R,RM,0.023464261,0.034311487,3.395563305,High contamination,12
12234,2016,150,Male,FP,10.63,8.85,1.86,18.709,0.44,0.155,0.439,0.557,D,May,R,PM,0.023464643,0.029771768,2.69911111,Low contamination,10
15787,2021,153,Male,DC,7.78,6.49,1.09,8.692,0.36,0.066,0.204,0.164,A,June,R,PM,0.023469857,0.018867925,3.179696196,Low contamination,15
4938,2012,207,Male,SI,7.5,6.08,0.131,6.945,0.43,0.05,0.163,0.323,NA,July,R,PM,0.023470122,0.046508279,3.090021579,High contamination,6
16004,2021,223,Male,SI,8.34,6.76,1.51,9.114,0.48,0.056,0.214,0.215,C,August,R,PM,0.02348036,0.023590081,2.95031873,High contamination,15
1304,2008,150,Female,FP,7.25,5.77,0.099,5.068,0.44,NA,0.119,0.048,NA,May,NR,NA,0.023480663,0.009471192,2.638208813,Low contamination,2
2198,2012,165,Male,FP,13.96,10.25,0.257,47.23,0.46,0.32,1.11,2.28,NA,June,R,PM,0.023502011,0.048274402,4.385775018,Low contamination,6
12172,2016,150,Female,DC,6.06,5.03,0.61,2.638,0.33,NA,0.062,0.014,B,May,NR,NA,0.023502654,0.005307051,2.072864129,Low contamination,10
15823,2021,167,Female,SI,8.39,6.9,1.12,8.041,0.32,NA,0.189,0.163,C,June,NR,NA,0.023504539,0.020271111,2.447725937,High contamination,15
2800,2002,178,Male,DC,9.5,7.9,NA,11.102,NA,NA,0.261,NA,NA,June,NA,NA,0.023509278,NA,2.251748847,Low contamination,-4
609,2006,137,Male,FP,NA,7.27,0.131,10.198,NA,0.004,0.24,0.37,NA,May,R,PM,0.023534026,0.036281624,2.654066346,Low contamination,0
10659,2013,204,Male,LS,8.53,6.79,1.35,9.687,0.33,0.058,0.228,0.349,B,July,R,PM,0.023536699,0.036027666,3.094425113,Low contamination,7
4056,2008,196,Male,SI,11.89,9.06,0.2,22.09,0.6,0.14,0.52,0.92,NA,July,R,PM,0.023540063,0.041647804,2.970373918,High contamination,2
3420,2007,185,Female,P27,7.06,6.06,0.102,4.629,0.34,NA,0.109,0.072,NA,July,NR,NA,0.023547202,0.015554115,2.080028609,High contamination,1
1494,2012,151,Female,SI,7.41,6.28,0.097,6.37,0.21,NA,0.15,0.21,NA,May,NR,NA,0.023547881,0.032967033,2.571938035,High contamination,6
8902,2010,279,Male,LS,7.51,6.02,0.106,5.648,0.29,0.012,0.133,0.215,NA,October,R,SM,0.023548159,0.038066572,2.588840024,Low contamination,4
4899,2012,207,Male,FP,9.41,7.49,0.195,10.487,0.49,0.077,0.247,0.243,NA,July,R,PM,0.02355297,0.023171546,2.495777211,Low contamination,6
1873,2010,159,Female,LS,7.89,6.33,0.129,6.198,0.33,NA,0.146,0.181,NA,June,NR,NA,0.023555986,0.029202969,2.443658098,Low contamination,4
2297,2011,166,Female,DC,8.39,6.9,0.198,3.608,0.36,NA,0.085,0.952,NA,June,R,NA,0.023558758,0.263858093,1.098295633,Low contamination,5
11389,2014,169,Male,SI,7.06,5.69,0.89,4.791,0.38,0.017,0.113,0.108,D,June,R,PM,0.02358589,0.022542267,2.600694694,High contamination,8
1197,2004,148,Female,DC,NA,6.84,NA,11.147,NA,NA,0.263,NA,NA,May,NA,NA,0.023593792,NA,3.483290505,Low contamination,-2
4604,2004,204,Female,FP,NA,5.5,NA,3.686,NA,NA,0.087,0.074,NA,July,NA,NA,0.023602821,0.020075963,2.215477085,Low contamination,-2
15097,2020,182,Female,FP,8.25,6.39,1.06,7.878,0.3,NA,0.186,0.222,D,July,NR,NA,0.023610053,0.028179741,3.019349604,Low contamination,14
3106,2012,179,Male,P27,7.6,6.16,0.125,7.2,0.39,NA,0.17,0.37,NA,June,Herm,Herm,0.023611111,0.051388889,3.080281163,High contamination,6
1333,2008,150,Male,P27,9.76,7.94,0.165,13.881,0.43,0.132,0.328,0.194,NA,May,R,PM,0.023629422,0.013975938,2.773059876,High contamination,2
12204,2016,150,Male,SI,7.15,6.07,1.03,6.136,0.43,0.72,0.145,0.168,D,May,R,SM,0.02363103,0.0273794,2.74359042,High contamination,10
11398,2014,169,Female,SI,6.29,5.06,0.83,3.216,0.32,NA,0.076,0.06,C,June,NR,NA,0.023631841,0.018656716,2.482358428,High contamination,8
10764,2013,218,Female,LS,6.46,5.44,0.75,3.892,0.3,NA,0.092,0.065,C,August,NR,NA,0.023638232,0.016700925,2.417553716,Low contamination,7
12003,2015,216,Male,LS,9.03,7.35,1.34,8.46,0.5,0.095,0.2,0.057,D,August,R,PM,0.023640662,0.006737589,2.130631511,Low contamination,9
12992,2017,150,Male,SI,7.76,6.29,1.38,7.402,0.34,0.063,0.175,0.283,A,May,R,SM,0.023642259,0.03823291,2.974384741,High contamination,11
3299,2005,181,Female,LS,NA,7.74,NA,10.487,NA,NA,0.248,0.325,NA,June,NA,NA,0.023648326,0.03099075,2.261665566,Low contamination,-1
16528,2022,167,Male,FP,9.07,7.09,1.63,9.47,0.43,0.079,0.224,0.196,D,June,R,PM,0.023653643,0.020696938,2.657120643,Low contamination,16
13744,2018,206,Male,DC,9.32,7.24,1.58,11.371,0.41,0.096,0.269,0.438,A,July,R,PM,0.02365667,0.03851904,2.996283902,Low contamination,12
13221,2017,206,Female,P27,8.53,7.46,1.15,10.013,0.32,NA,0.237,0.181,A,July,NR,NA,0.02366923,0.018076501,2.41183578,High contamination,11
12173,2016,150,Female,DC,8.09,6.81,0.99,7.307,0.34,NA,0.173,0.194,B,May,NR,NA,0.023675927,0.026549884,2.313650588,Low contamination,10
5710,2012,221,Male,LS,10.56,9.22,0.209,23.439,0.55,0.147,0.555,0.534,NA,August,R,PM,0.023678485,0.022782542,2.990517278,Low contamination,6
14996,2020,169,Male,DC,10.08,8.2,1.75,13.765,0.38,0.122,0.326,0.158,A,June,R,PM,0.023683255,0.011478387,2.496517752,Low contamination,14
13163,2017,192,Female,LS,8.7,7.02,1.2,10.547,0.29,NA,0.25,0.246,C,July,NR,NA,0.023703423,0.023324168,3.04872049,Low contamination,11
11344,2014,155,Female,LS,7.79,6.32,0.9,6.41,0.3,NA,0.152,0.228,B,June,NR,NA,0.023712949,0.035569423,2.539257797,Low contamination,8
14676,2019,212,Female,LS,10.12,8.09,1.62,14.926,0.42,NA,0.354,0.288,D,July,NR,NA,0.023717004,0.01929519,2.819018153,Low contamination,13
949,2005,146,Male,GC,NA,10.09,NA,27.233,NA,0.378,0.646,0.706,NA,May,NA,NA,0.023721221,0.02592443,2.651074836,Low contamination,-1
1794,2005,159,Male,LS,NA,7.97,NA,15.344,NA,0.076,0.364,0.655,NA,June,NA,NA,0.023722628,0.042687696,3.030844294,Low contamination,-1
15862,2021,181,Female,LS,9.46,7.65,1.19,13.32,0.3,NA,0.316,0.42,D,June,NR,NA,0.023723724,0.031531532,2.975225718,Low contamination,15
15117,2020,197,Male,DC,9,7.33,1.24,9.186,0.53,0.069,0.218,0.093,A,July,R,PM,0.023731766,0.010124102,2.332461678,Low contamination,14
1300,2008,150,Male,DC,8.62,6.83,0.16,9.649,0.5,0.083,0.229,0.334,NA,May,R,RM,0.023733029,0.034614986,3.028448518,Low contamination,2
402,2012,124,Female,DC,7,5.7,0.109,4.424,0.24,NA,0.105,0.1,NA,May,NR,NA,0.023734177,0.022603978,2.38885919,Low contamination,6
11830,2015,160,Male,LS,9.82,8.47,1.54,15.251,0.56,0.129,0.362,0.286,B,June,R,PM,0.023736148,0.018752869,2.509851868,Low contamination,9
14941,2020,155,Male,DC,10.06,8.1,1.55,16.007,0.47,0.144,0.38,0.389,C,June,R,PM,0.023739614,0.024301868,3.011999451,Low contamination,14
5295,2008,213,Male,SI,8.97,7.22,0.147,9.477,0.52,0.081,0.225,0.143,NA,August,R,PM,0.02374169,0.015089163,2.518020653,High contamination,2
13899,2018,180,Female,P27,5.82,4.78,0.79,2.485,0.3,NA,0.059,0.045,C,June,NR,NA,0.023742455,0.018108652,2.275321147,High contamination,12
16588,2022,180,Male,DC,8.78,6.76,1.45,9.392,0.44,0.056,0.223,0.283,B,June,R,SM,0.023743612,0.030132027,3.040310897,Low contamination,16
13036,2017,164,Male,LS,7.34,5.74,0.09,5.931,0.51,0.023,0.141,0.211,A,June,R,SM,0.023773394,0.035575788,3.136116929,Low contamination,11
10535,2013,176,Male,P27,9.08,7.42,1.73,12.113,0.45,0.102,0.288,0.353,D,June,R,PM,0.023776108,0.029142244,2.965104483,High contamination,7
844,2007,143,Male,DC,10.93,9.08,0.199,17.706,0.57,0.204,0.421,0.296,NA,May,R,PM,0.023777251,0.016717497,2.365173009,Low contamination,1
11810,2015,146,Male,DC,11.084,9.65,1.92,23.838,0.64,0.235,0.567,0.507,D,May,R,PM,0.023785552,0.021268563,2.6526984,Low contamination,9
12536,2016,206,Male,SI,7.04,5.83,0.77,4.246,0.48,0.029,0.101,0.112,B,July,R,SM,0.023787094,0.026377767,2.142763922,High contamination,10
16519,2022,167,Male,SI,6.95,5.6,1.27,5.381,0.43,0.029,0.128,0.2,D,June,NR,NA,0.0237874,0.037167813,3.064071611,High contamination,16
13749,2018,206,Male,DC,9.15,7.35,1.5,10.298,0.47,0.066,0.245,0.275,A,July,R,PM,0.023791027,0.026704214,2.593527577,Low contamination,12
7171,2011,250,Male,FP,13.4,10.61,0.26,26.186,0.65,0.257,0.623,0.185,NA,September,R,PM,0.023791339,0.007064844,2.192416247,Low contamination,5
14557,2019,199,Female,P27,7.37,6,0.85,4.831,0.31,NA,0.115,0.052,B,July,NR,NA,0.023804595,0.010763817,2.236574074,High contamination,13
1709,2012,152,Male,FP,9.42,7.75,0.163,12.18,0.32,0.11,0.29,0.32,NA,June,R,PM,0.023809524,0.026272578,2.616629183,Low contamination,6
467,2005,131,Male,DC,NA,8.29,NA,15.96,NA,0.048,0.38,0.43,NA,May,NA,NA,0.023809524,0.026942356,2.801362401,Low contamination,-1
11317,2014,155,Male,SI,7.4,6,0.89,5.333,0.31,0.042,0.127,0.184,B,June,R,PM,0.023813988,0.034502156,2.468981481,High contamination,8
12345,2016,164,Male,P27,10.83,8.54,1.76,16.796,0.66,0.186,0.4,0.383,C,June,R,PM,0.023815194,0.022803048,2.696697633,High contamination,10
15868,2021,181,Female,GC,6.04,4.96,0.58,2.897,0.15,NA,0.069,0.089,C,June,NR,NA,0.023817742,0.030721436,2.374124369,Low contamination,15
269,2008,113,Male,P27,8.79,7.04,0.14,8.437,0.43,0.015,0.201,0.175,NA,NA,R,SM,0.023823634,0.02074197,2.418076696,High contamination,2
16706,2022,195,Female,SI,6.62,5.18,0.87,3.693,0.32,NA,0.088,0.053,D,July,NR,NA,0.023828865,0.014351476,2.656990664,High contamination,16
15101,2020,182,Male,FP,9.01,7.1,1.57,9.943,0.5,0.145,0.237,0.142,D,July,R,PM,0.023835864,0.014281404,2.778064938,Low contamination,14
3254,2006,180,Male,LS,12.61,10.34,0.228,30.456,NA,0.192,0.726,NA,NA,June,R,PM,0.023837667,NA,2.754934308,Low contamination,0
2603,2008,171,Male,SI,8.33,6.58,0.136,7.55,0.43,0.05,0.18,0.22,NA,June,R,PM,0.02384106,0.029139073,2.650142768,High contamination,2
9510,2010,292,Male,GC,7.76,6.64,0.11,6.711,0.4,0.022,0.16,0.109,NA,October,R,PM,0.023841454,0.016241991,2.292360945,Low contamination,4
11939,2015,202,Male,DC,7.88,6.74,1.45,8.388,0.41,0.068,0.2,0.188,A,July,R,PM,0.023843586,0.022412971,2.739546852,Low contamination,9
2303,2011,166,Female,LS,6.62,6.02,0.09,3.732,0.3,NA,0.089,0.12,NA,June,NR,NA,0.023847803,0.032154341,1.710614548,Low contamination,5
11266,2014,127,Male,GC,9.9,7.02,1.32,9.471,0.36,0.015,0.226,0.25,D,May,R,SM,0.023862317,0.026396368,2.737691454,Low contamination,8
5085,2010,211,Male,P27,7.98,6.44,0.136,6.325,0.51,0.065,0.151,0.14,NA,July,R,PM,0.023873518,0.022134387,2.368115758,High contamination,4
2112,2006,165,Male,GC,NA,6.9,0.196,9.257,NA,0.075,0.221,0.336,NA,June,R,PM,0.023873825,0.036296856,2.817883224,Low contamination,0
13073,2017,179,Female,LS,6.2,4.8,0.89,3.309,0.3,NA,0.079,0.02,B,June,NR,NA,0.023874282,0.006044122,2.992078993,Low contamination,11
15951,2021,195,Male,SI,6.28,4.91,0.74,3.602,0.35,0.015,0.086,0.147,C,July,NR,NA,0.023875625,0.040810661,3.04298094,High contamination,15
4746,2007,207,Male,P27,8.87,7.41,0.151,8.879,0.5,0.071,0.212,0.227,NA,July,R,PM,0.023876563,0.025565942,2.182274772,High contamination,1
14983,2020,169,Male,FP,9.25,7.5,1.75,12.057,0.51,0.134,0.288,0.337,C,June,R,PM,0.023886539,0.027950568,2.857955556,Low contamination,14
3311,2005,181,Male,FP,NA,10.72,NA,29.592,NA,0.131,0.707,1.029,NA,June,NA,NA,0.023891592,0.034772912,2.4020938,Low contamination,-1
11960,2015,202,Male,SI,7.67,6.03,1.09,5.774,0.5,0.056,0.138,0.089,B,July,R,PM,0.023900242,0.015413924,2.633448582,High contamination,9
4157,2010,197,Female,FP,5.8,4.6,0.09,2.719,0.28,NA,0.065,0.067,NA,July,NR,NA,0.023905848,0.024641412,2.793416619,Low contamination,4
5578,2008,220,Male,P27,9.4,7.55,0.182,13.845,0.52,0.17,0.331,0.367,NA,August,R,PM,0.023907548,0.026507765,3.217007736,High contamination,2
383,2011,124,Male,FP,12.28,9.93,0.21,29.859,0.53,0.078,0.714,0.894,NA,May,R,RM,0.023912388,0.029940721,3.049492105,Low contamination,5
12502,2016,192,Male,LS,7.62,6.12,1.23,5.728,0.35,0.048,0.137,0.131,B,July,R,SM,0.023917598,0.022870112,2.498899228,Low contamination,10
14632,2019,212,Male,LS,8.83,7.62,1.37,9.406,0.42,0.108,0.225,0.173,C,July,R,PM,0.023920902,0.018392515,2.125886433,Low contamination,13
12237,2016,150,Male,FP,10.35,8.48,1.66,14.797,0.49,0.154,0.354,0.253,D,May,R,PM,0.023923768,0.01709806,2.426532526,Low contamination,10
274,2007,115,Male,LS,14.83,12.42,0.249,48.52,1.1,0.154,1.161,1.829,NA,NA,R,PM,0.023928277,0.037695796,2.532538199,Low contamination,1
1397,2006,151,Female,GC,NA,5.25,0.077,3.425,NA,NA,0.082,0.045,NA,May,NA,NA,0.023941606,0.013138686,2.36691502,Low contamination,0
2030,2007,163,Male,FP,12.62,10.71,0.247,32.183,0.59,0.33,0.771,1.06,NA,June,R,PM,0.023956747,0.032936644,2.619739526,Low contamination,1
4988,2005,208,Female,DC,NA,7.74,NA,9.6,NA,NA,0.23,0.197,NA,July,NA,NA,0.023958333,0.020520833,2.070371835,Low contamination,-1
6067,2004,225,Female,FP,NA,7.07,NA,7.97,NA,NA,0.191,0.24,NA,August,NA,NA,0.023964868,0.030112923,2.255277982,Low contamination,-2
2586,2007,171,Female,DC,8.57,7.38,0.133,9.593,0.32,NA,0.23,0.261,NA,June,NR,NA,0.023975816,0.027207339,2.386631449,Low contamination,1
804,2007,143,Female,LS,8.84,7.16,0.129,8.425,0.37,NA,0.202,0.169,NA,May,NR,NA,0.023976261,0.020059347,2.295254474,Low contamination,1
42,2008,113,Male,DC,11.92,9.62,0.223,23.71,0.58,0.074,0.569,0.68,NA,NA,R,PM,0.023998313,0.028679882,2.663215672,Low contamination,2
16695,2022,195,Male,SI,8.03,6.3,1.26,7.542,0.43,0.067,0.181,0.169,B,July,R,PM,0.023998939,0.022407849,3.016232948,High contamination,16
1667,2011,152,Female,SI,5.59,4.57,0.075,1.915,0.26,NA,0.046,0.034,NA,June,NR,NA,0.024020888,0.017754569,2.006412284,High contamination,5
5557,2008,220,Male,FP,7.26,5.77,0.124,5.075,0.39,0.04,0.122,0.107,NA,August,R,PM,0.024039409,0.021083744,2.641852748,Low contamination,2
13911,2018,129,Male,FP,11.75,9.5,2.22,25.985,0.58,0.073,0.625,1.023,C,May,R,PM,0.024052338,0.039368867,3.030762502,Low contamination,12
3011,2011,179,Male,LS,10,8.41,0.176,18.286,0.44,0.125,0.44,0.598,NA,June,R,PM,0.024062124,0.032702614,3.074190159,Low contamination,5
12632,2016,220,Male,P27,7.97,6.58,1.45,6.4,0.44,0.052,0.154,0.1,D,August,R,PM,0.0240625,0.015625,2.246478638,High contamination,10
15074,2020,182,Female,GC,7.09,5.75,0.85,4.611,0.31,NA,0.111,0.04,D,July,NR,NA,0.024072869,0.008674908,2.425445878,Low contamination,14
2031,2007,163,Male,FP,13.51,11.22,0.253,37.052,0.6,0.165,0.892,1.609,NA,June,R,PM,0.024074274,0.043425456,2.623210153,Low contamination,1
10603,2013,190,Female,FP,6.94,5.82,0.85,5.067,0.31,NA,0.122,0.118,B,July,NR,NA,0.024077363,0.023287942,2.570288957,Low contamination,7
13269,2017,220,Male,P27,9.73,7.84,1.35,12.293,0.39,0.098,0.296,0.232,A,August,R,PM,0.024078744,0.018872529,2.550995506,High contamination,11
11301,2014,155,Male,LS,10.2,8.31,1.36,13.781,0.55,0.167,0.332,0.344,B,June,R,PM,0.02409114,0.024961904,2.401472741,Low contamination,8
2646,2006,172,Male,DC,NA,10.59,0.232,31.946,NA,0.319,0.77,0.815,NA,June,R,PM,0.024103174,0.025511801,2.689853375,Low contamination,0
1014,2010,146,Female,FP,10.83,8.98,#VALUE!,18.835,0.46,NA,0.454,0.745,NA,May,NR,NA,0.024104062,0.039554022,2.600977615,Low contamination,4
16780,2022,207,Male,SI,8.33,6.81,1.48,8.541,0.48,0.06,0.206,0.171,C,July,R,PM,0.024118956,0.020021075,2.704377949,High contamination,16
2946,2006,179,Male,LS,NA,8.55,0.156,18.118,NA,0.156,0.437,0.443,NA,June,R,PM,0.02411966,0.024450822,2.898757672,Low contamination,0
136,2008,113,Female,SI,7.4,5.95,0.096,5.057,0.23,NA,0.122,0.077,NA,NA,NR,NA,0.024124975,0.015226419,2.400723018,High contamination,2
3250,2006,180,Male,SI,5.97,4.86,0.078,2.943,NA,0,0.071,0.059,NA,June,R,SM,0.024125042,0.020047571,2.563784127,High contamination,0
11345,2014,155,Male,LS,9.58,7.55,1.13,11.269,0.53,0.109,0.272,0.293,B,June,R,PM,0.024137013,0.026000532,2.618451439,Low contamination,8
12337,2016,164,Male,SI,9.43,7.72,1.56,11.543,0.38,0.075,0.279,0.384,C,June,R,PM,0.024170493,0.033266915,2.508804354,High contamination,10
6239,2006,230,Female,LS,7.16,5.78,0.096,4.84,0.29,NA,0.117,0.117,NA,August,NR,NA,0.024173554,0.024173554,2.506466165,Low contamination,0
55,2008,113,Male,DC,9.95,7.95,0.151,17.083,0.26,0.08,0.413,0.651,NA,NA,R,PM,0.024176081,0.038108061,3.399873472,Low contamination,2
11797,2015,118,Female,LS,5.89,4.61,0.8,2.768,0.25,NA,0.067,0.125,C,NA,NR,NA,0.024205202,0.04515896,2.825291804,Low contamination,9
12014,2015,216,Female,P27,7.2,5.82,1.03,5.122,0.34,NA,0.124,0.116,B,August,NR,NA,0.024209293,0.022647403,2.598188285,High contamination,9
272,2007,115,Male,LS,13.68,11.24,0.226,40.473,0.54,0.105,0.98,1.355,NA,NA,R,PM,0.024213673,0.03347911,2.850141772,Low contamination,1
16444,2022,140,Female,DC,8.01,6.24,1.11,6.688,0.25,NA,0.162,0.012,C,May,NR,NA,0.024222488,0.001794258,2.752596133,Low contamination,16
107,2008,113,Male,SI,12.15,10.07,0.187,35.654,0.11,0.094,0.864,0.852,NA,NA,R,PM,0.024232905,0.023896337,3.491562725,High contamination,2
12236,2016,150,Male,FP,9.33,7.55,1.48,11.718,0.41,0.135,0.284,0.295,D,May,R,PM,0.024236218,0.025174945,2.722780545,Low contamination,10
14974,2020,169,Male,SI,7.91,6.2,1.27,7.303,0.51,0.015,0.177,0.254,D,June,R,PM,0.024236615,0.034780227,3.064264375,High contamination,14
3834,2004,194,Female,GC,NA,6.72,NA,8.169,NA,NA,0.198,0.247,NA,July,NA,NA,0.024237973,0.030236259,2.691913354,Low contamination,-2
2935,2008,178,Female,SI,6.91,5.5,0.089,4.579,0.34,NA,0.111,0.046,NA,June,NR,NA,0.024241101,0.010045862,2.752216379,High contamination,2
10646,2013,190,Male,LS,10.1,7.97,1.69,13.901,0.49,0.114,0.337,0.361,B,July,R,PM,0.02424286,0.025969355,2.745813773,Low contamination,7
11854,2015,160,Male,P27,5.68,4.65,0.7,2.268,0.14,NA,0.055,0.043,A,June,R,SM,0.024250441,0.018959436,2.255714813,High contamination,9
826,2007,143,Male,P27,9.63,7.77,0.164,12.411,0.44,0.099,0.301,0.498,NA,May,R,PM,0.024252679,0.040125695,2.645719018,High contamination,1
239,2008,113,Male,P27,10.7,8.72,0.194,20.441,0.43,0.037,0.496,0.695,NA,NA,R,PM,0.024264958,0.034000294,3.082852054,High contamination,2
777,2005,139,Male,DC,NA,8.91,NA,17.003,NA,0.019,0.413,0.488,NA,May,NA,NA,0.024289831,0.028700818,2.40376741,Low contamination,-1
3863,2005,194,Female,DC,NA,5.23,NA,3.457,NA,NA,0.084,0.12,NA,July,NA,NA,0.024298525,0.034712178,2.416541807,Low contamination,-1
